,id,address,categories,city,latitude,longitude,name,postalCode,province,dateAdded_f,dateUpdated_f
6766,AV4_R2k_3-Khe5l_TFWy,5620 Georgetown Rd,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,American restaurants,Fast Food Restaurants,Home delivery beer and beverages,Sandwiches,Restaurants,Sandwich Shops",Indianapolis,39.85431,-86.24072,Jimmy John's,46254,IN,2017-09-01,2019-03-25
6768,AVwcmXT7IN2L1WUfmyot,4035 S Emerson Ave,"Carry-out food,Caterers,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,American restaurants,Barbecue,Spare rib restaurants,Catering,Chicken restaurants,Restaurants",Indianapolis,39.7079,-86.0819,KFC,46203,IN,2015-10-23,2019-03-25
6769,AVwdOWImIN2L1WUfthpS,3006 S Holt Rd,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place",Indianapolis,39.720526,-86.225121,Pizza Hut,46221,IN,2016-04-01,2019-03-25
6771,AVzBKfjI-gnIPe8DSkcA,6151 N Keystone Ave Ste 1100,"Restaurant,Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,Home delivery beer and beverages,Sandwiches,Sandwich Place,Restaurants",Indianapolis,39.866951,-86.120336,Jimmy John's,46220,IN,2017-06-19,2019-03-25
6772,AV1XWo0NLD2H7whiaQS0,7930 S Emerson Ave Ste 101,"Delis And Delicatessens,Restaurant,Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Sandwiches,Restaurants,Sandwich Shops",Indianapolis,39.6523,-86.0833,SUBWAY,46237,IN,2017-07-18,2019-03-25
6774,AVwdfO6pByjofQCxpmrg,9355 E Washington St,"Ice Cream Parlors,Carry-out food,Hot dog restaurants,Hamburger restaurants,Dessert Restaurants,Ice cream and frozen desserts-retail,Fast food restaurants,Restaurants,Ice Cream Shop",Indianapolis,39.77366,-86.00344,Ritter's Frozen Custard,46229,IN,2016-07-06,2019-03-25
6777,AVwdYYXyByjofQCxogto,3906 E 10th St,"Ice Cream Parlors,Carry-out food,Ice Cream Shop and Dessert Shop Near Eastside,American restaurants,Ice Cream Store,Fast Food Restaurants,Restaurants,Ice Cream Shop,Dessert Shop,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Restaurant,Dessert Restaurants,Ice cream and frozen desserts-retail",Indianapolis,39.781695,-86.100195,Dairy Queen,46201,IN,2015-10-20,2019-03-25
6804,AVwdWi-sByjofQCxoNra,4020 S East St,"Ice Cream Parlors,Carry-out food,Hot dog restaurants,Steak and chop restaurants,American Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Karaoke,Restaurants,American Restaurant, Fast Food Restaurant, and Breakfast Spot,Restaurant,Breakfast Spot,Fast Food Restaurant,Barbecue,Hamburgers and Hot Dogs,Spare rib restaurants",Indianapolis,39.707042,-86.149478,Steak 'n Shake,46227,IN,2016-03-31,2019-03-22
6806,AV5aJv1B3-Khe5l_Vj89,135 N Pennsylvania St Ste 150,"American Restaurants,Caterers,Hot Dog Stands and Restaurants,Fast Food Restaurants,Karaoke,Hamburgers and Hot Dogs,Restaurants",Indianapolis,39.76946,-86.15567,King David Dogs,46204,IN,2017-09-07,2019-03-22
7153,AVwdmhU0ByjofQCxqu68,5963 E 82nd St,"Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,wich Place,Sandwiches,Catering,Food,Sandwich Shops",Indianapolis,39.9046,-86.0655,Firehouse Subs,46250,IN,2015-09-13,2019-03-14
7237,AVwdJusuIN2L1WUfsvJI,7218 W 10th St,"Pizza,Italian Restaurant,Restaurant,Fast Food Restaurant,Take Out Restaurants,Pasta,Family Style Restaurants,Restaurants,Italian Restaurants",Indianapolis,39.779677,-86.286614,Fazolis,46214,IN,2016-03-29,2019-03-09
7245,AWhdqANTa4HuVbedfvqc,6815 S. Emerson Ave.,"Fast Food Restaurant,Sandwich Place",Indianapolis,39.668326,-86.081992,Jersey Mikes Subs,46237,IN,2019-01-17,2019-03-09
7271,AV1tb8X6a4HuVbed8C4W,4105 E 96th St,"Carry-out food,Hot dog restaurants,Seafood restaurants,Steak and chop restaurants,Ice cream parlors,American restaurants,Hamburger restaurants,Karaoke,Restaurants,Restaurant,Barbecue,Fast food restaurants,Spare rib restaurants",Indianapolis,39.92687,-86.097242,Steak 'n Shake,46240,IN,2017-07-23,2019-03-09
7276,AVweeTYmByjofQCxyiWt,7198 Michigan Rd,"Carry-out food,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Karaoke,fast food restaurants,Restaurants",Indianapolis,39.8844,-86.2096,Taco Bell,46268,IN,2015-09-28,2019-03-08
7322,AV5aJwsr3-Khe5l_VkAT,7224 W 10th St,"Carry-out food,Barbecued poultry,American restaurants,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Barbecue,Spare rib restaurants,Restaurants",Indianapolis,39.77963,-86.28749,Church's Chicken,46214,IN,2017-09-07,2019-03-05
7510,AWkrAfhXa4HuVbedlGSs,6450 E 82nd Street,"Pizza,Fast Food Restaurants,Take Out Restaurants,Pasta,Family Style Restaurants,Restaurants,Italian Restaurants",Indianapolis,39.90572,-86.05568,Fazoli's,46250,IN,2019-02-26,2019-03-05
7545,AWkq9lh_IxWefVJwIT8G,3902 S Post Road,"Mexican Restaurants,Fast Food Restaurants,Restaurants",Indianapolis,39.71269,-86.00894,Taco Bell,46239,IN,2019-02-26,2019-03-04
7905,AWFlDWYrIxWefVJwy5Rr,110 West Washington Street,"Breakfast,Catering Companies,Food Delivery,Bakery,Caf,Fast Food Restaurants,Restaurants,Restaurant,wich Place,Coffeehouses,Traditional American Restaurants,Bakeries,Sandwich Shops",Indianapolis,39.767426,-86.160116,Panera Bread,46204,IN,2018-02-05,2019-03-02
8010,AVwdbFpRByjofQCxo9gv,2402 E 38th St,"Catering Companies,Southern & Soul Restaurants,Fast Food Restaurant Meadows,Fast Food Restaurant,Fast Food Restaurants,Cajun & Creole Restaurants,Chicken Restaurants,Catering,Restaurants",Indianapolis,39.8256,-86.1215,Popeye's Chicken & Biscuits,46218,IN,2015-10-23,2019-03-02
8071,AVwdIg1LkufWRAb52oD1,6245 E Washington St,"Ice Cream Parlors,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Restaurant,Food Drink Shop,Ice Cream Store,Fast Food Restaurants,Dessert Restaurants,Frozen Yogurt,Ice Cream Shop and Food Drink Shop,Restaurants,Ice Cream Shop",Indianapolis,39.771407,-86.058197,Dairy Queen,46219,IN,2016-03-30,2019-03-01
8072,AVwcszlM_7pvs4fzyBXp,3860 N College Ave,"Fried Chicken Joint Meridian Kessler,Catering Companies,Fried Chicken Joint,Southern & Soul Restaurants,Fast Food Restaurants,Traditional American Restaurants,Chicken Restaurants,Catering,Restaurants",Indianapolis,39.8267,-86.1454,Church's Chicken,46205,IN,2015-10-23,2019-03-01
8073,AVwdZfhGIN2L1WUfvZmf,2964 Shelby St,"Restaurant,Catering Companies,Fried Chicken Joint,Southern & Soul Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Traditional American Restaurants,Catering,Fried Chicken Joint Garfield Park,Restaurants",Indianapolis,39.7229,-86.1399,Church's Chicken,46203,IN,2015-10-23,2019-03-01
8343,AV1tfBSqIxWefVJwgzrk,7880 Michigan Rd I1,"Pizza,Restaurant,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants",Indianapolis,39.89657,-86.21709,Pizza Hut,46268,IN,2017-07-23,2019-02-26
8711,AVweVMTNkufWRAb5B_dt,7245 Us 31 S,"Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",Indianapolis,39.6598,-86.1423,Subway,46227,IN,2015-10-23,2019-02-05
9367,AVwdb7GfByjofQCxpGix,4031 E Southport Rd,"Breakfast Brunch and Lunch Restaurants,Restaurant,Breakfast Spot,Carry-out food,Diner, Breakfast Spot, and American Restaurant,Fast Food Restaurant,American restaurants,Diner,Restaurants",Indianapolis,39.665439,-86.098553,Waffle House,46237,IN,2016-03-26,2018-12-25
9395,AV1gcgnb3-Khe5l_NR_7,4441 Southport Crossings Dr,"American Restaurants,Restaurant,Carry-out food,Breakfast,Family Style Dining,Fast Food Restaurants,Karaoke,Family Style Restaurants,Restaurants",Indianapolis,39.6651,-86.092,Bob Evans,46237,IN,2017-07-20,2018-12-24
9658,AVwd87luIN2L1WUf0qu8,4210 Kildeer Dr,"Hamburgers & Hot Dogs,Restaurant,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Indianapolis,39.666401,-86.095581,Burger King,46237,IN,2016-07-26,2018-12-23
9827,AV1tfBS6RxPSIh2RbPRR,6905 S Emerson Ave Ste G,"Pizza,Carry-out food,Restaurant,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants",Indianapolis,39.66755,-86.08186,Pizza Hut,46237,IN,2017-07-23,2018-12-19
1706,AWfR-KIARxPSIh2R7GEF,1951 SE 82nd Avenue,"Coffee Shops,Caterers,Coffee and Espresso Restaurants,Coffee and Tea,Fast Food Restaurants,Restaurants",Portland,45.508795,-122.579076,Mocha Express,97216,OR,2018-12-21,2019-05-14
2450,AV1dDnM4IxWefVJwezBW,721 NW 9th Ave Ste 175,"Caterers,Take Out Restaurants,Fast Food Restaurants,Health Food Restaurants,Family Style Restaurants,Restaurants,American Restaurants,Coffee Shops,Ice Cream and Frozen Desserts,Restaurant,Vegan Restaurants,Steak Houses,Bar and Grills,Dessert Restaurants,Vegetarian Restaurants",Portland,45.52834,-122.68064,Laughing Planet Cafe,97209,OR,2017-07-19,2019-05-11
2451,AWiFg6_hRxPSIh2R9vdR,1111 SE Sandy Boulevard,"American Restaurants,Delicatessens,Steak Houses,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants,Italian Restaurants",Portland,45.52267,-122.6543,Michael's Italian Beef,97214,OR,2019-01-25,2019-05-11
2566,AWoybHMbZ4Yw-wtdWclJ,7409 SW Bridgeport Road,"American Restaurants,Hot Dog Stands and Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Hamburgers and Hot Dogs,Vegetarian Restaurants,Restaurants",Portland,45.39512,-122.75152,Joe's Burgers,97224,OR,2019-04-18,2019-05-11
2589,AWqmd-aoZ4Yw-wtdeqB5,6114 SE King Road,"Pizza,American Restaurants,Beer and Ale,Caterers,Chicken Restaurants,Family Style Restaurants,Fast Food Restaurants,Food Delivery Service,Home Cooking Restaurants,Italian Restaurants,Pasta,Restaurants,Take Out Restaurants,Wine",Portland,45.4479,-122.59979,Zappo's Pizza,97222,OR,2019-05-11,2019-05-11
2610,AWiLGiaYRxPSIh2R95hc,318 SE Grand Avenue,"Caterers,Vegan Restaurants,Mediterranean Restaurants,Health Food Restaurants,Take Out Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Persian Restaurants,Vegetarian Restaurants,Restaurants,Middle Eastern Restaurants",Portland,45.5205,-122.66039,Nicholas Restaurant,97214,OR,2019-01-26,2019-05-11
2615,AWkq2kIP3-Khe5l_2_rj,1510 SW Harbor Way,"American Restaurants,Bars & Pubs,Bars & Clubs,Bar and Grills,Cocktail Lounges,Fine Dining Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Family Style Restaurants,Sports Bars,Restaurants,Bars",Portland,45.51129,-122.6742,Three Degrees Waterfront Bar Grill - CLOSED,97201,OR,2019-02-26,2019-05-11
2999,AVwdF6B1kufWRAb52N7_,1031 Sw 6th Ave,"Sandwich Place Downtown Portland,Restaurant,Carry-out food,Caterers,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,Sandwiches,Sandwich Place,Restaurants",Portland,45.516562,-122.679885,SUBWAY,97204,OR,2015-11-02,2019-05-07
3006,AVzA-0qQFcQ3k02bBasQ,937 Sw 5th Ave,"Delis And Delicatessens,Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,Home delivery beer and beverages,Sandwiches,Sandwich Place,Restaurants",Portland,45.51685,-122.679053,Jimmy John's,97204,OR,2017-06-19,2019-05-07
3032,AVwc7VBHIN2L1WUfqaZU,733 Sw 10th Ave,"Restaurant,Carry-out food,Restaurant delivery service,Caterers,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,Home delivery beer and beverages,Sandwiches,Sandwich Place,Restaurants",Portland,45.519561,-122.682528,Jimmy John's,97205,OR,2015-11-26,2019-05-07
3039,AVwdlDKaIN2L1WUfxM1-,1139 Ne Broadway St,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Food Delivery Service,Home delivery beer and beverages,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",Portland,45.5351,-122.6536,Jimmy John's,97232,OR,2016-06-20,2019-05-07
3284,AVwcvJ9RkufWRAb5yeCQ,2309 Lloyd Ctr,"Asian Restaurant and Japanese Restaurant Lloyd District,Japanese Restaurants,Asian Restaurant and Japanese Restaurant,Japanese Restaurant,Asian Restaurant,Fast Food Restaurants,Restaurants",Portland,45.532701,-122.653584,Sarku Japan,97232,OR,2015-11-02,2019-05-01
3378,AVwdV3kfIN2L1WUfuzEf,5265 N Lombard St,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Pizza Place Portsmouth,Family Style Restaurants,Restaurants,Pizza,Delivery service,Pizza Place",Portland,45.582385,-122.722979,Pizza Hut,97203,OR,2015-11-02,2019-04-30
3485,AVzA82uDFcQ3k02bBY8n,13480 Nw Science Park Dr,"Mexican Restaurant,Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",Portland,45.52452,-122.81565,Taco Bell,97229,OR,2017-06-19,2019-04-28
3489,AVweLyYBkufWRAb5AumR,1201 Nw Lovejoy St,"Carry-out food,Mexican Restaurants,Mexican,Taco Place,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Food and beverage consultants,Food products,Mexican Restaurant, Burrito Place, and Taco Place Pearl,Restaurants,Food processing and manufacturing,Mexican Restaurant,Restaurant,Mexican Restaurant, Burrito Place, and Taco Place,Burrito Place",Portland,45.5302,-122.6836,Chipotle Mexican Grill,97209,OR,2017-01-15,2019-04-28
3629,AVwc29Un_7pvs4fzztV0,615 Sw 19th Ave,"Carry-out food,Sandwich Place Goose Hollow,Caterers,Restaurant delivery service,Delicatessens,American restaurants,Fast Food Restaurants,Home delivery beer and beverages,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Portland,45.52292,-122.69021,Jimmy John's,97205,OR,2016-03-23,2019-04-25
3674,AVweWR2lByjofQCxxaef,7365 SW Barnes Rd,"Restaurant,Fast Food Restaurant,wich Place,Sandwich Place",Portland,45.516533,-122.752991,Subway,97225,OR,2016-03-29,2019-04-25
3797,AVzYMi4YLD2H7whiWxcn,555 Nw Saltzman Rd,"Ice Cream Parlors,Restaurant,Burger Joint,Carry-out food,Fast Food Restaurant,Ice cream parlors,American restaurants,Ice Cream Store,Restaurants,Ice Cream Shop",Portland,45.524522,-122.806151,Dairy Queen,97229,OR,2017-06-24,2019-04-21
3819,AVwclZ03IN2L1WUfmnNo,6960 Sw Beaverton Hillsdale Hwy,"Delis And Delicatessens,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Portland,45.4862,-122.7484,SUBWAY,97225,OR,2015-10-23,2019-04-21
5022,AVweOeL3IN2L1WUf3FQ_,4835 NE Sandy Blvd,"Fried Chicken Joint,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Fried Chicken Joint Rose City Park,Catering,Restaurants",Portland,45.539722,-122.612437,KFC,97213,OR,2015-10-23,2019-04-10
5107,AVwdVOkRkufWRAb54yJY,3504 Se 92nd Ave,"Hamburgers & Hot Dogs,Restaurant,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Portland,45.496585,-122.566573,Burgerville,97266,OR,2016-04-06,2019-04-10
5108,AV1c10hfa4HuVbed5gA1,2247 Ne 82nd Ave,"Restaurant,Carry-out food,Mexican,Breakfast,Tex-mex restaurants,Southwestern restaurants,Vegetarian,American restaurants,Mexican restaurants,Fast Food,Restaurants",Portland,45.5386,-122.5793,Taco Bell,97220,OR,2017-07-19,2019-04-10
5111,AVwckbY5ByjofQCxfutP,7415 Ne M L King Blvd,"Mexican Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",Portland,45.576643,-122.661672,Taco Bell,97211,OR,2016-03-23,2019-04-10
5112,AVwdkuKOByjofQCxqcrf,5024 Ne M L King Blvd,"Pizza,Carry-out food,Caterers,Restaurant delivery service,Pizza Place King,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Barbecue Restaurants,Catering,Restaurants",Portland,45.5593,-122.6614,Pizza Hut,97211,OR,2015-10-23,2019-04-10
5115,AVwc47ILIN2L1WUfp_63,11619 Sw Pacific Hwy,"Mexican Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Latin American Restaurants,Restaurants",Portland,45.4393,-122.7524,Mazatlan Mexican Restaurant,97223,OR,2016-03-22,2019-04-10
5116,AVwdGTB3ByjofQCxlfGt,318 Se Grand Ave,"Natural food restaurants,Caterers,Catering Companies,Middle Eastern Restaurant,Seafood restaurants,Ethnic Food Markets,American restaurants,Fast Food Restaurants,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Restaurants,Juice bars,Falafel Restaurant,Restaurant,Vegetarian restaurants,Mediterranean Restaurants,Ethnic Markets,New american restaurants,Health food restaurants,Middle eastern restaurants,Fusion restaurants,Catering",Portland,45.5205,-122.6606,Nicholas' Restaurant,97214,OR,2016-03-22,2019-04-10
5120,AVz1hWh3LD2H7whiX_ZL,14811 Se Mcloughlin Blvd,"Burger Joint,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Restaurants",Portland,45.415494,-122.631985,Jack in the Box,97267,OR,2017-06-29,2019-04-10
5312,AVzoDenJLD2H7whiXgQ9,16300 SE McLoughlin Blvd,"Carry-out food,Mexican,Breakfast,Tex-mex restaurants,Vegetarian,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food,Restaurants,Mexican Restaurant,Restaurant,Fast Food Restaurant",Portland,45.405038,-122.623103,Taco Bell,97267,OR,2017-06-27,2019-04-05
5323,AVweJp7VByjofQCxvuFQ,3622 NE Sandy Blvd,"Pizza,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Portland,45.533099,-122.62637,Dominos Pizza,97232,OR,2016-11-14,2019-04-05
5534,AVwcwxDV_7pvs4fzyr9G,5135 SE Foster Rd,"Carry-out food,Delicatessens,American Restaurant,American restaurants,Restaurant mgmt.,Restaurants,Delis And Delicatessens,Restaurant consultants,Sandwich Place Foster-Powell,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",Portland,45.496097,-122.609305,Subway,97206,OR,2015-11-02,2019-04-03
5688,AWRNMkll3-Khe5l_kTc6,455 NW Salesman Rd,"Fast Food Restaurant,Sandwich Place",Portland,45.523847,-122.806737,Subway,97229,OR,2018-06-29,2019-04-01
5700,AVweGhPV_7pvs4fzADNg,4200 SE 82nd Ave,"Delis And Delicatessens,Restaurant,Sandwich Place Lents,Fast Food Restaurant,wich Place,Sandwich Place,Restaurants,Sandwich Shops",Portland,45.491868,-122.575518,Subway,97266,OR,2016-04-17,2019-04-01
5788,AV1c2N3y3-Khe5l_L39n,17971 Sw Mcewan Rd,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast food restaurants,Restaurants",Portland,45.394334,-122.747032,Burger King,97224,OR,2017-07-19,2019-04-01
6307,AV0ZDTea3D1zeR_xD2O_,7409 SW Bridgeport Rd,"Natural food restaurants,Hamburgers & Hot Dogs,Juice bars,Restaurant,Hot dog restaurants,Vegetarian restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Health food restaurants,Burger Joint Tigard Neighborhood Area 7,Restaurants",Portland,45.3948,-122.752,Joe's Burgers,97224,OR,2015-09-13,2019-03-29
6314,AWnJTPWMQTFama1XYcP1,2301 N E 181 St,Fast Food,Portland,45.5398,-122.4779,Burger King,97230,OR,2019-03-29,2019-03-29
6318,AVwc4mjbIN2L1WUfp8ND,2621 SE Clinton St,"Restaurant,bar,Fast Food Restaurants,Cable Internet,Cafes,Restaurants",Portland,45.5036,-122.6393,Press Club (The),97202,OR,2016-06-14,2019-03-29
6329,AV1grl4k3-Khe5l_Nkzo,9350 SE Stark Street,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Portland,45.5188,-122.5664,Taco Bell,97216,OR,2017-07-20,2019-03-29
6352,AVwd4GF2_7pvs4fz-CyL,5038 S E Powell Blvd,"Restaurant,Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food,Fast food restaurants,Restaurants",Portland,45.4973,-122.6104,Burger King,97206,OR,2016-03-24,2019-03-29
6374,AVwdYAuZ_7pvs4fz5Oq7,6369 SW Capitol Hwy,"Italian Restaurant,Caterers,Fine Dining Restaurants,American restaurants,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Health Food Restaurants,Family Style Restaurants,Restaurants,Italian Restaurants,Pizza,Restaurant,Wine Bars,Coffee Shops,Wi-Fi Hotspots,Breakfast Brunch & Lunch Restaurants,,Coffee & Espresso Restaurants,Coffee & Tea",Portland,45.4676,-122.7146,Oak & Olive,97239-1937,OR,2016-06-14,2019-03-28
6381,AVwc2GIoByjofQCxi0N4,540 SW College St,"Burger Joint,American Restaurants,Restaurant,Caterers,Burger Joint Downtown Portland,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Portland,45.5096,-122.6833,Joe's Burgers,97201,OR,2015-10-20,2019-03-28
6611,AVwcjcSr_7pvs4fzwYSu,12160 SW Scholls Ferry Rd,"Carry-out food,Delicatessens,Sandwich Place Tigard Neighborhood Area 2,Food and Beverage,American restaurants,Restaurants,Delis And Delicatessens,Restaurant,Salads and Soups,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",Portland,45.443258,-122.801271,Subway,97223,OR,2015-09-13,2019-03-26
6660,AVwdGFxcByjofQCxlc5p,11634 SW Pacific Hwy,"Carry-out food,Sandwich Place Lloyd District,Delicatessens,Sandwich Place Tigard Neighborhood Area 5,Fast Food Restaurant,wich Place,American restaurants,Locksmiths,Sandwiches,Sandwich Place,Restaurants",Portland,45.438331,-122.753693,Subway,97223,OR,2015-10-20,2019-03-26
6706,AVwcqWCpIN2L1WUfnfXR,9504 SW Washington Square Rd,"Natural food restaurants,Juice Bars,Carry-out food,Ice cream parlors,American restaurants,Fast Food Restaurants,Restaurants,Ice Cream and Frozen Desserts,Snack Place,Vegetarian restaurants,Refreshment Stands,Juices,Health food restaurants",Portland,45.450898,-122.781772,Orange Julius,97223,OR,2016-07-06,2019-03-26
6729,AVwdefXjkufWRAb56SIK,2125 W Burnside St,"Restaurant,Sandwich Place Northwest District,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,Sandwiches,Sandwich Place,Restaurants",Portland,45.523399,-122.694857,Subway,97210,OR,2015-10-20,2019-03-26
7158,AVzTgqpt3D1zeR_xBZCh,7140 Sw Hazelfern Rd,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,American restaurants,Home delivery beer and beverages,Restaurants,Delis And Delicatessens,Gourmet shops,Fast Food Restaurant,wich Place,Gourmet shop restaurants,Sandwiches",Portland,45.394,-122.7503,Jimmy John's,97224,OR,2017-06-23,2019-03-14
7162,AV1XXPkn3D1zeR_xFNYa,4147 Se Division St,"Asian Restaurants,Restaurant,Steak and chop restaurants,Thai Restaurants,Fast Food Restaurants,Take Out Restaurants,Barbecue Restaurants,Barbecue,Spare rib restaurants,Vegetarian Restaurants,Restaurants",Portland,45.50499,-122.62002,New Thai Blues,97202,OR,2017-07-18,2019-03-14
7163,AVwc9miM_7pvs4fz0z0H,1513 Ne 181st Ave,"Pizza,Carry-out food,Restaurant delivery service,Caterers,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Uncategorized,Pizza Place,Restaurants,Uncategorized Wilkes East",Portland,45.53376,-122.47742,Pizza Hut,97230,OR,2016-06-14,2019-03-14
7172,AVwchRh5kufWRAb5wDKp,9651 Sw Washington Square Rd,"Carry-out food,Mexican Restaurants,Taco Place,Tex-mex restaurants,Southwestern restaurants,Mexican Restaurant and Food Court,American restaurants,Family style restaurants,Fast Food Restaurants,Mexican Restaurant and Food Court Tigard Neighborhood Area 4,Restaurants",Portland,45.44838,-122.78272,Taco Time,97223,OR,2015-11-04,2019-03-14
7174,AV9S5k6-IxWefVJwrcLl,8245 Se Division St,"Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Fast Food Restaurants,Armenian restaurants,Restaurants",Portland,45.50494,-122.57775,Gyro Town,97266,OR,2017-10-25,2019-03-14
7693,AWkq9afFRxPSIh2RCqYp,4121 SE Hawthorne Boulevard,"American Restaurants,Hot Dog Stands and Restaurants,Vegan Restaurants,Fast Food Restaurants,Health Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Portland,45.51236,-122.61983,Next Level Burger,97214,OR,2019-02-26,2019-03-04
7694,AWkqzkEgIxWefVJwHzlQ,950 SW Alder Street,"Caterers,Greek Restaurants,Mediterranean Restaurants,Bar and Grills,Fast Food Restaurants,Restaurants,Middle Eastern Restaurants",Portland,45.52049,-122.6813,Aybla Grill,97205,OR,2019-02-26,2019-03-04
9899,AVwc5NkHIN2L1WUfqDFY,13535 Nw Cornell Rd,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants",Portland,45.52755,-122.81551,Chipotle Mexican Grill,97229,OR,2017-01-15,2018-12-14
