,id,address,categories,city,latitude,longitude,name,postalCode,province,dateAdded_f,dateUpdated_f
9384,AWDc1GKKa4HuVbedLCGX,3705 S High St,"Restaurant,Carry-out food,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants",Columbus,39.885572,-82.999483,Popeye's Louisiana Kitchen,43207,OH,2018-01-09,2018-12-25
9401,AVwdwU-BByjofQCxsM6N,2000 Bethel Rd,"Natural food restaurants,Carry-out food,Caterers,Seafood restaurants,Chinese Restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Restaurants,Asian Restaurants,Gourmet shops,Juice bars,Vegetarian restaurants,Cocktail Lounges,Bar & Grills,Hunan Restaurants,Gourmet shop restaurants,Thai restaurants,Food & Beverage Delivery Services,Health food restaurants,Gourmet Restaurants",Columbus,40.064382,-83.070841,Hunan Lion Gourmet Chinese Dining,43220,OH,2016-02-16,2018-12-24
9516,AVwcg0qeIN2L1WUflwe1,1320 W Lane Ave,"Carry-out food,Delicatessens,wich Place,Sandwich Place West Campus,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Columbus,40.00716,-83.04653,SUBWAY,43221,OH,2016-04-05,2018-12-23
9556,AVwdpEciByjofQCxrIDF,4424 Alum Creek Dr,"Restaurant,Carry-out food,Delicatessens,Columbus Restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Columbus,39.877136,-82.930673,SUBWAY,43207,OH,2016-03-28,2018-12-23
9586,AV6NOclT3-Khe5l_XXtO,3386 Westerville Rd,"Ice Cream and Frozen Desserts,Restaurant,Carry-out food,Ice cream parlors,American restaurants,Fast Food Restaurants,Dessert Restaurants,Ice cream and frozen desserts-retail,Hamburgers and Hot Dogs,Restaurants",Columbus,40.037841,-82.952092,Dairy Queen,43224,OH,2017-09-17,2018-12-23
9739,AVwdoL3sByjofQCxq_S7,890 E Dublin Granville Rd,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place Busch,Barbecued poultry,Pizza Place,Barbecue,Spare rib restaurants,Chicken restaurants",Columbus,40.087983,-82.994718,Pizza Hut,43229,OH,2015-10-20,2018-12-22
9794,AVwdmayqkufWRAb57e_Y,1122 Gemini Pl,"Restaurant,Carry-out food,Caterers,Delicatessens,American Restaurant,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Deli / Bodega,Restaurants,Sandwich Shops",Columbus,40.14776,-82.98822,Jason's Deli,43240,OH,2015-11-18,2018-12-21
9848,AVwczMZg_7pvs4fzzGQE,3566 Riverside Dr,"Carry Out Food,Sandwich,Restaurant,Fast Food Restaurant,wich Place,Caterer,Sandwich Place,Restaurants",Columbus,40.026194,-83.090809,SUBWAY,43221,OH,2015-10-23,2018-12-16
9868,AV3DlGKB3-Khe5l_RImt,1586 W 5th Ave,"Delis And Delicatessens,Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Catering,Restaurants,Sandwich Shops",Columbus,39.9891,-83.049,SUBWAY,43212,OH,2017-08-08,2018-12-14
9871,AVweEBP4ByjofQCxu8gv,1905 Henderson Rd,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Restaurants",Columbus,40.055192,-83.070068,McDonald's,43220,OH,2016-03-31,2018-12-14
9952,AVwc-hVZIN2L1WUfq7bY,1059 S High St,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Columbus,39.940447,-82.996769,SUBWAY,43206,OH,2015-10-23,2018-12-08
9953,AVwdfn1YkufWRAb56cbc,5137 E Main St,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Columbus Restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Columbus,39.954463,-82.860193,SUBWAY,43213,OH,2016-04-02,2018-12-08
9976,AVwdpS8wkufWRAb577IG,1661 Morse Rd,"Hamburgers & Hot Dogs,Carry-out food,Hot dog restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants",Columbus,40.06049,-82.97539,McDonald's,43229,OH,2016-04-02,2018-12-07
9992,AWE8fwMMIxWefVJwyZRg,3923 E Broad St,"Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Columbus,39.97355,-82.89635,Burger King,43213,OH,2018-01-28,2018-12-03
168,AVwdv7K9kufWRAb585iL,8932 E 38th St,"Pizza,Restaurant,Chicken Wings,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Pizza Place Far Eastside,Pizza Place,Family Style Restaurants,Restaurants",Indianapolis,39.8265,-86.0105,Pizza Hut,46226,IN,2015-10-23,2019-05-19
201,AVweHFQmkufWRAb5AF3K,4533 S Emerson Ave,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Indianapolis,39.7013,-86.082,Pizza Hut,46203,IN,2015-10-19,2019-05-18
466,AVwdnmu4ByjofQCxq5ii,4430 Mann Rd,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place Mars Hill,Pizza Place,Restaurants",Indianapolis,39.6999,-86.2416,Domino's Pizza,46221,IN,2015-10-22,2019-05-18
899,AWkq_6iqa4HuVbedlEGY,9210 Rockville Rd Ste A,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Indianapolis,39.76427,-86.32526,Five Guys Burgers Fries,46234,IN,2019-02-26,2019-05-16
900,AWrChGyjcuP9ADUBB80q,66 S Raceway Road,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Indianapolis,39.76223,-86.32732,Sonic Drive-In,46231,IN,2019-05-16,2019-05-16
901,AWkrA03WIxWefVJwIjcm,8501 Westfield Boulevard,"Coffee Shops,American Restaurants,Caterers,Greek Restaurants,Mediterranean Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Middle Eastern Restaurants",Indianapolis,39.91091,-86.13369,Hellas Cafe,46240,IN,2019-02-26,2019-05-16
923,AWfU6tMta4HuVbeddhvG,803 W 10th Street,"Asian Restaurants,Japanese Restaurants,Fast Food Restaurants,Sushi Bars,Bars",Indianapolis,39.78052,-86.17215,Sushi Boss,46202,IN,2018-12-22,2019-05-16
929,AWkrBRzBRxPSIh2RC9oA,207 N Delaware Street,"Asian Restaurants,Caterers,Seafood Restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Indian Restaurants,Restaurants,Middle Eastern Restaurants",Indianapolis,39.77012,-86.15412,India Garden Restaurant,46204,IN,2019-02-26,2019-05-16
934,AWkq-zjWRxPSIh2RCxeo,4405 Blue Ribbon Road,"American Restaurants,Take Out Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Indianapolis,39.70359,-86.06758,Big Boys Construction,46203,IN,2019-02-26,2019-05-16
935,AV0It4mMLD2H7whiYYBj,8812 Us 31 S Ste D,"Carry-out food,Mexican Restaurants,Taco Place,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Restaurants,Mexican Restaurant,Burrito Place",Indianapolis,39.63786,-86.12871,Chipotle Mexican Grill,46227,IN,2017-07-03,2019-05-16
936,AWeIjiTHa4HuVbedbxNU,8950 Us 31 S,"Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Karaoke,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Indianapolis,39.63619,-86.12759,Jack in the Box,46227,IN,2018-12-07,2019-05-16
966,AWkq8zG7a4HuVbedkz4h,5941 E 86th Street,"Coffee Shops,Irish Restaurants,Mediterranean Restaurants,Fast Food Restaurants,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Cafeterias,Middle Eastern Restaurants",Indianapolis,39.91229,-86.06636,Mediterrano Cafe,46250,IN,2019-02-26,2019-05-16
996,AVwcw9SXByjofQCxh8AN,7815 Us 31 S,"Hamburgers & Hot Dogs,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Indianapolis,39.65311,-86.13904,Five Guys Burgers Fries,46227,IN,2016-04-05,2019-05-16
1020,AWoyarIVZ4Yw-wtdWcFH,3815 E 96th Street,"Caterers,Takeout,Beer and Ale,Burgers,Restaurant Delivery Service,Fast Food,Take Out Restaurants,Family Style Restaurants,Restaurants,American Restaurants,Caribbean Restaurants,Seafood Restaurants,Bars",Indianapolis,39.92643,-86.10159,Cooper's Hawk Winery Restaurant,46240,IN,2019-04-18,2019-05-16
1021,AWkq9EOh3-Khe5l_3U9X,410 Massachusetts Avenue,"Taverns,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Brew Pubs,Restaurants,American Restaurants,Night Clubs,Bar and Grills,Barbecue Restaurants,Hamburgers and Hot Dogs,Bars,Sandwich Shops",Indianapolis,39.77332,-86.15205,Bru Burger Bar,46204,IN,2019-02-26,2019-05-16
1022,AWkyfJLn3-Khe5l_4THT,2222 W Southport Road,"American Restaurants,Caterers,Hot Dog Stands and Restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Indianapolis,39.66491,-86.19839,Teddy's Burger Joint,46217,IN,2019-02-28,2019-05-16
1025,AWkrBSk-IxWefVJwImgd,8512 E Washington Street,"Asian Restaurants,Caterers,Seafood Restaurants,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",Indianapolis,39.77409,-86.01748,Yen Ching Restaurant,46219,IN,2019-02-26,2019-05-16
1026,AWkqyYdsa4HuVbedkVUM,5211 W 10th Street,"Pizza,American Restaurants,Burgers,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Indianapolis,39.77965,-86.24877,Mug'n Bun Drive In,46224,IN,2019-02-26,2019-05-16
1038,AVwdAy-r_7pvs4fz1VcZ,7620 S Meridian St,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place",Indianapolis,39.655284,-86.158944,Pizza Hut,46217,IN,2015-10-23,2019-05-16
1039,AVwdyQk2ByjofQCxse9k,2624 Lake Circle Dr,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,American restaurants,Home delivery beer and beverages,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place",Indianapolis,39.913311,-86.206072,Jimmy John's,46268,IN,2015-10-20,2019-05-16
1212,AVwce27xByjofQCxet-0,7875 W 10th St,"Pizza,Restaurant,Food Delivery,Pizza Place Chapel Hill - Ben Davis,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Indianapolis,39.7787,-86.3001,Domino's Pizza,46214,IN,2015-09-21,2019-05-15
1214,AVwcjAEFByjofQCxfdZS,410 Massachusetts Ave,"Restaurant delivery service,Taverns,American restaurants,Hamburger restaurants,Fast Food Restaurants,Burger Restaurants,Home delivery beer and beverages,Restaurant Referral Services & Guides,Brew Pubs,Bars Clubs,Burger Joint,Dinner theatre restaurants,Barbecue Restaurants,Food & Beverage Delivery Services,Barbecue,Hot dog restaurants,Take Out Restaurants,Karaoke,Family Style Restaurants,Restaurants,Restaurant,Bar and Grills,Bar and grill restaurants,Family style restaurants,Hamburgers and Hot Dogs,Family Restaurants,Sandwich Shops,Bars",Indianapolis,39.7727,-86.1523,Bru Burger Bar,46204,IN,2016-03-26,2019-05-15
1277,AVwdIceoByjofQCxl0Rr,4537 N Shadeland Ave,"Pizza,Restaurant,Chicken Wings,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Diner,Family Style Restaurants,Pizza Place,Catering,Restaurants",Indianapolis,39.8396,-86.0456,Pizza Hut,46226,IN,2015-09-21,2019-05-15
1279,AVwcricfIN2L1WUfntMk,6255 E 82nd St,"Carry-out food,Pizza Restaurants,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza Delivery,Pizza,Restaurant,Barbecue,Pizza Place,Catering,Family Restaurants",Indianapolis,39.905,-86.0593,Pizza Hut,46250,IN,2016-06-13,2019-05-15
1461,AVwcvKuwIN2L1WUfoUxE,55 W South St,"Restaurant,Burger Joint,Fast Food Restaurant,American Restaurant,Restaurants",Indianapolis,39.7611,-86.1597,White Castle,46225,IN,2016-03-28,2019-05-15
1463,AV1c1fHx3-Khe5l_L0td,3359 W Morris St,"Mexican Restaurant,Restaurant,Mexican Restaurants,Mediterranean Restaurants,Latin American Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Indianapolis,39.75,-86.2158,Burrito Joint,46241,IN,2017-07-19,2019-05-15
1464,AVwdzt25_7pvs4fz9ctg,9650 Allisonville Rd,"Food Service,Environmental and Ecological Consultants,Bakery,American restaurants,Restaurants,Breakfast Spot,Restaurant,Environmental and Ecological Products and Services,Environmental Conservation and Ecological Organizations,Fast Food Restaurant,Eastern European Restaurant,Environmental and ecological services,Bakeries",Indianapolis,39.9279,-86.0654,Kolache Factory,46250,IN,2016-03-26,2019-05-15
1663,AVzA9F203D1zeR_xBB0o,1439 E 86th St,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Southwestern restaurants,Vegetarian,American restaurants,Fast Food Restaurants,Karaoke,Fast Food,Restaurants,Mexican Restaurant,Restaurant,Fast Food Restaurant",Indianapolis,39.9121,-86.1353,Taco Bell,46240,IN,2017-06-19,2019-05-14
1684,AWfR9sl43-Khe5l_v9bt,1953 N College Avenue,"American Restaurants,Caterers,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Indianapolis,39.793766,-86.144733,The Grub House,46202,IN,2018-12-21,2019-05-14
1790,AVzA-oMJLD2H7whiWIhI,4625 E 96th St,"Carry-out food,Caterers,Mexican,Taco Place,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Mexican Restaurant,Burrito Place",Indianapolis,39.9264,-86.0903,Chipotle Mexican Grill,46240,IN,2017-06-19,2019-05-14
1792,AVwc07h8kufWRAb5zcZB,2222 W Southport Rd,"Grill Restaurants,Caterers,Hot dog restaurants,American restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Family Style Restaurants,Restaurants,Burger Joint,Hot Dog Stands and Restaurants,Night Clubs,Bar and Grills,wich Place,Hamburgers and Hot Dogs,Catering,Sandwich Place,Bars,Sandwich Shops",Indianapolis,39.6649,-86.1984,Teddy's Burger Joint,46217,IN,2015-11-04,2019-05-14
1984,AVzA9F-oFcQ3k02bBZSe,5301 W Washington St,"Burger Joint,Restaurant,Fast Food Restaurant,Restaurants",Indianapolis,39.7523,-86.2509,White Castle,46241,IN,2017-06-19,2019-05-13
1985,AWqxUc0dsVYjT2BJ_WHu,4044 E Southport Road,"Fast Food,Restaurants,Breakfast,Ice Cream Parlors,Coffeehouses,Hamburgers,Salads,Sandwich Shops",Indianapolis,39.6659,-86.098,McDonald's,46227,IN,2019-05-13,2019-05-13
1986,AV1tiWId3-Khe5l_OyS9,2502 Dr Martin Luther King Jr St,"Catering Companies,Fried Chicken Joint,Southern & Soul Restaurants,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Traditional American Restaurants,Catering,Restaurants",Indianapolis,39.8029,-86.1705,Church's Chicken,46208,IN,2017-07-23,2019-05-13
2158,AVwcuaTckufWRAb5yWBU,4070 Pendleton Way,"Pizza,Restaurant,Take Out,Pizza Restaurants,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants,Pizza Delivery",Indianapolis,39.8306,-86.0369,Domino's Pizza,46226,IN,2015-10-19,2019-05-12
2190,AVweCpGs_7pvs4fz_haE,4405 Blue Ribbon Rd,"Hamburgers & Hot Dogs,American Restaurants,Take Out Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,General Contractors,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Indianapolis,39.70358,-86.06773,"Big Boy's Construction, Inc.",46203,IN,2016-06-14,2019-05-12
2603,AVwdF1FOIN2L1WUfsHSw,5438 W 86th St,"Restaurant,Greek Restaurant,Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Greek Restaurant Park 100,Fast Food Restaurants,Armenian restaurants,Greek restaurants,Restaurants",Indianapolis,39.9109,-86.2562,Gyro Stop,46268,IN,2016-03-26,2019-05-11
2607,AVwc1AJ_ByjofQCxio6k,4250 E Southport Rd,"Carry-out food,Caterers,Fried Chicken Joint,American restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Catering,Chicken restaurants,Fried Chicken Joint Edgewood",Indianapolis,39.6661,-86.0945,KFC,46237,IN,2015-09-21,2019-05-11
2608,AVwcrP9kIN2L1WUfnpwO,3516 W 86th St,"Carry-out food,Caterers,Delicatessens,American Restaurant,American restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Sandwich Place and American Restaurant,wich Place,Family style restaurants,American Restaurant College Park,Sandwiches,Sandwich Place,Sandwich Shops",Indianapolis,39.9123,-86.221,Firehouse Subs,46268,IN,2015-10-20,2019-05-11
2609,AVwde7kZ_7pvs4fz6Vjg,1953 N College Ave,"American Restaurants,Restaurant,Caterers,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,catering companies,Breakfast Brunch & Lunch Restaurants,,Hamburgers and Hot Dogs,Catering,Restaurants,Sandwich Shops",Indianapolis,39.7938,-86.1447,Grub House,46202,IN,2014-10-14,2019-05-11
2696,AVwea5W9_7pvs4fzCz-5,8512 E Washington St,"Asian Restaurants,Restaurant,Caterers,Seafood Restaurants,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Catering,Restaurants,Chinese restaurants",Indianapolis,39.7735,-86.0176,Yen Ching Restaurant,46219,IN,2016-04-04,2019-05-10
2981,AVwegS-BByjofQCxy1wu,6260 Intech Commons Dr,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Delivery service,American restaurants,Fast Food Restaurants,Food Delivery Service,Home delivery beer and beverages,Sandwiches,Restaurants,Sandwich Shops",Indianapolis,39.878662,-86.27097,Jimmy John's,46278,IN,2016-08-17,2019-05-07
2987,AVwcpRJH_7pvs4fzxaCI,7215 Michigan Rd,"Restaurant,Carry-out food,Caterers,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,American restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants",Indianapolis,39.88586,-86.209743,KFC,46268,IN,2016-06-20,2019-05-07
2990,AVwdN6GTIN2L1WUftcca,6320 W 38th St,"Restaurant,Carry-out food,Fast Food Restaurant,Ice cream parlors,American restaurants,Ice Cream Store,Restaurants,Ice Cream Shop",Indianapolis,39.823592,-86.270377,Dairy Queen,46254,IN,2015-10-20,2019-05-07
2991,AVwdMHWk_7pvs4fz3M3Q,1930 E Southport Rd,"Ice Cream Parlors,Restaurant,Carry-out food,American restaurants,Ice cream parlors,Fast Food,Ice cream and frozen desserts-retail,Restaurants,Ice Cream Shop",Indianapolis,39.6652,-86.1261,Dairy Queen,46227,IN,2015-10-23,2019-05-07
3097,AVwci3e5ByjofQCxfb1k,1024 Fletcher Ave,"Ice Cream Parlors,Natural food restaurants,Carry-out food,Ice cream parlors,American restaurants,Fast Food Restaurants,Ice Cream Store,Karaoke,Family Style Restaurants,Juice Smoothie Shops,Restaurants,Ice Cream Shop,Juice bars,American Restaurants,Ice Cream and Frozen Desserts,Restaurant,Vegetarian restaurants,Fast Food Restaurant,Dessert Restaurants,Ice cream and frozen desserts-retail,Health food restaurants,Hamburgers and Hot Dogs",Indianapolis,39.75799,-86.14001,Dairy Queen,46203,IN,2015-10-19,2019-05-05
3099,AVwePxDbkufWRAb5BQ1W,5941 E 86th St,"Carry-out food,International restaurants,Take Out,Middle Eastern Restaurant,Irish Restaurants,American restaurants,Irish restaurants,Fast Food Restaurants,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Middle Eastern Restaurant and Mediterranean Restaurant Castleton,Take out restaurants,Restaurants,Mediterranean Restaurant,Coffee Shops,Restaurant,Mediterranean Restaurants,Middle Eastern Restaurant and Mediterranean Restaurant,Breakfast Brunch & Lunch Restaurants,,Middle eastern restaurants,Cafeterias,Mediterranean restaurants",Indianapolis,39.912109,-86.06783,Mediterrano Cafe,46250,IN,2015-09-21,2019-05-05
3100,AVweW0-AByjofQCxxfUs,7639 S Meridian St,"Ice Cream Parlors,Restaurant,Carry-out food,Fast Food Restaurant,American restaurants,Ice cream parlors,Restaurants,Ice Cream Shop,Ice Cream Shop and Fast Food Restaurant",Indianapolis,39.654598,-86.157915,Dairy Queen,46217,IN,2015-10-23,2019-05-05
3289,AVwc7nEGIN2L1WUfqdfJ,6450 E 82nd St,"Pizza,Italian Restaurant,Carry-out food,Fast Food Restaurant,American restaurants,Take Out Restaurants,Pasta,Family Style Restaurants,Italian Restaurant, Pizza Place, and Fast Food Restaurant,Pizza Place,Restaurants,Italian Restaurants",Indianapolis,39.905737,-86.055696,Fazolis,46250,IN,2015-11-21,2019-05-01
3297,AVwcfQ6g_7pvs4fzvnDI,430 Massachusetts Ave,"Restaurant,Fast Food Restaurant,Sandwich Place",Indianapolis,39.773536,-86.152399,SUBWAY,46204,IN,2015-09-13,2019-05-01
3510,AVwdlKhl_7pvs4fz7Sfd,305 W Washington St,"Delis And Delicatessens,Restaurant,Sandwich Place Downtown Indianapolis,Carry-out food,Delicatessens,Fast Food Restaurant,American restaurants,Karaoke,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Indianapolis,39.767173,-86.163746,SUBWAY,46204,IN,2016-04-01,2019-04-28
3572,AV1tb8es3-Khe5l_OZHD,3810 W Washington St,"Carry-out food,Hot dog restaurants,Seafood restaurants,Steak and chop restaurants,Ice cream parlors,American restaurants,Hamburger restaurants,Karaoke,Restaurants,Restaurant,Barbecue,Fast food restaurants,Spare rib restaurants",Indianapolis,39.760691,-86.226227,Steak 'n Shake,46241,IN,2017-07-23,2019-04-27
3633,AV4_Q-rYa4HuVbedAsxq,6985 W 38th St Ste 500,"Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Indianapolis,39.82173,-86.28274,Jersey Mike's Subs,46254,IN,2017-09-01,2019-04-25
3638,AVwdUMNAByjofQCxn0Be,4501 S Emerson Ave,"Ice Cream Parlors,Carry-out food,Hot dog restaurants,Seafood restaurants,Steak and chop restaurants,American Restaurant,American restaurants,Hamburger restaurants,Ice cream parlors,Karaoke,Restaurants,Restaurant,Barbecue,Fast food restaurants,Spare rib restaurants",Indianapolis,39.701587,-86.081975,Steak 'n Shake,46203,IN,2015-09-13,2019-04-25
3644,AVwcp3nsByjofQCxgtN0,1421 N Arlington Ave,"Carry-out food,Seafood restaurants,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Asian Restaurants,Chinese Restaurant,Restaurant,Vegetarian restaurants,Korean Restaurants,New american restaurants,Asian restaurants,Fusion restaurants,Korean restaurants,Chinese restaurants",Indianapolis,39.787295,-86.063844,Oriental Inn,46219,IN,2016-03-30,2019-04-25
3769,AVwdJ_Gy_7pvs4fz21UG,3021 Southeastern Ave,"Carry-out food,Restaurant,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Fast Food Restaurant Near Southeast,Hamburgers and Hot Dogs,Restaurants",Indianapolis,39.758888,-86.11313,McDonalds,46203,IN,2016-03-31,2019-04-22
3979,AWeEq6Us3-Khe5l_uJw4,8820 Us 31 S,"Carry-out food,Caterers,Takeout,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Barbecued poultry,Barbecue,Barbecue Restaurants,Spare rib restaurants,Chicken restaurants,Catering,E Commerce",Indianapolis,39.63801,-86.128876,Famous Dave's,46227,IN,2018-12-06,2019-04-19
4272,AWoykNYLZ4Yw-wtdWe7I,5607 W 86 Street,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands",Indianapolis,39.91049,-86.26018,Arby's,46278,IN,2019-04-18,2019-04-18
4390,AWoxqVy2QTFama1XfI0U,15 E Market Street,"Coffee and Tea,Restaurants,Fast Food,Lunch Restaurants,Bagels",Indianapolis,39.768314,-86.15664,Einstein Bros Bagels,46204,IN,2019-04-18,2019-04-18
4997,AV4_Q6c2RxPSIh2RgFai,2055 N Shadeland Ave Ste A,"Caterers,Restaurant Delivery Service,Fast Food Restaurant,Sandwich Place,Restaurants,Sandwich Shops",Indianapolis,39.795508,-86.044835,Jimmy Johns,46219,IN,2017-09-01,2019-04-10
5045,AVwc9abokufWRAb501G9,4820 W 57th St,"Restaurant,American Restaurant,Fast Food Restaurant,wich Place,Take Out Restaurants,Sandwich Place,Restaurants,Sandwich Shops",Indianapolis,39.856323,-86.241535,Penn Station East Coast Subs,46254,IN,2015-10-23,2019-04-10
5138,AVwcmMaHByjofQCxgDoB,31 E South St,"Carry-out food,Delicatessens,American restaurants,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Sandwich Place Downtown Indianapolis,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",Indianapolis,39.76141,-86.157403,SUBWAY,46225,IN,2015-10-23,2019-04-09
5377,AV1fOxU63-Khe5l_NPe9,4545 W 38th St,"Restaurant,Fast Food Restaurant,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Indianapolis,39.823442,-86.236869,McDonalds,46254,IN,2017-07-20,2019-04-04
6421,AVweFvdMIN2L1WUf144c,5915 Madison Ave,"Restaurant,Carry-out food,Fast Food Restaurant,American Restaurant,wich Place,American restaurants,Fast Food Restaurants,Karaoke,Sandwich Place,Restaurants,Sandwich Shops",Indianapolis,39.680736,-86.131817,Arbys,46227,IN,2016-10-18,2019-03-28
6431,AVz3adHe3D1zeR_xDC8a,1244 W 86th St,"Restaurant,American Restaurants,Traditional American,American Restaurant,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Chicken,Catering,Restaurants",Indianapolis,39.91264,-86.181823,Boston Market,46260,IN,2017-06-30,2019-03-28
6765,AVwdIgCxIN2L1WUfsiGN,120 W 38th St,"Restaurant,Carry-out food,Sandwich Place Butler - Tarkington,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Indianapolis,39.82514,-86.16007,SUBWAY,46208,IN,2015-10-23,2019-03-25
